soil_type,season,water,temperature,humidity,label
loamy,winter,low,9.85,6.92,chickpea
loamy,autumn,low,23.48,58.64,pomegranate
loamy,summer,medium,26.87,37.06,tomato
sandy,monsoon,low,30.8,74.03,mothbeans
red,summer,low,33.29,38.17,mango
sandy,summer,medium,30.92,71.82,watermelon
sandy,autumn,medium,24.91,55.45,tomato
loamy,monsoon,medium,24.63,96.69,cotton
clay,winter,low,3.27,18.57,wheat
loamy,monsoon,high,29.08,96.81,papaya
loamy,monsoon,medium,25.45,67.72,pigeonpeas
loamy,monsoon,high,23.83,95.68,rice
sandy,summer,medium,35.14,78.59,papaya
sandy,autumn,low,21.86,62.88,pomegranate
loamy,autumn,high,25.96,85.23,tea
red,autumn,medium,26.04,60.61,coffee
red,autumn,low,27.67,43.78,sorghum
red,summer,low,32.35,73.42,mungbean
sandy,summer,low,32.54,75.34,muskmelon
loamy,autumn,low,24.77,60.91,lentil
sandy,autumn,low,23.57,56.17,pomegranate
loamy,autumn,low,18.57,19.82,chickpea
loamy,summer,high,27.0,78.11,watermelon
sandy,monsoon,medium,20.57,98.34,watermelon
loamy,winter,medium,11.12,33.51,wheat
loamy,summer,medium,27.53,37.26,chili
sandy,summer,medium,24.86,57.11,maize
red,monsoon,medium,26.79,95.33,ginger
red,summer,medium,34.59,41.16,mango
red,monsoon,medium,24.4,74.97,coffee
clay,winter,low,4.61,21.68,wheat
loamy,winter,low,8.9,49.43,potato
loamy,summer,medium,30.23,70.57,muskmelon
loamy,summer,high,27.95,64.17,ginger
clay,winter,medium,9.85,10.23,kidneybeans
loamy,summer,medium,32.49,36.33,chili
clay,monsoon,high,27.63,90.02,banana
loamy,winter,low,11.85,80.17,apple
sandy,summer,medium,30.49,44.01,guava
clay,winter,medium,10.76,9.85,kidneybeans
black,summer,medium,25.66,58.84,maize
sandy,monsoon,low,29.64,99.73,mungbean
black,autumn,low,28.19,48.59,sorghum
black,winter,low,7.57,7.98,chickpea
loamy,summer,medium,35.46,43.5,mango
loamy,autumn,low,18.89,37.15,onion
loamy,summer,medium,34.61,40.7,mango
sandy,winter,medium,16.06,40.55,tomato
sandy,summer,low,26.83,75.31,grapes
loamy,summer,medium,31.26,45.08,guava
red,summer,medium,30.12,40.0,chili
clay,monsoon,medium,21.82,93.19,ginger
sandy,winter,medium,16.48,38.85,tomato
sandy,monsoon,low,23.75,63.46,millets
clay,monsoon,medium,19.96,96.84,rice
loamy,winter,medium,12.64,38.52,potato
clay,monsoon,medium,25.06,91.14,ginger
red,summer,medium,29.87,72.11,cotton
red,autumn,low,26.22,58.49,mothbeans
loamy,monsoon,high,26.37,71.78,sugarcane
red,summer,medium,26.02,40.66,coffee
loamy,summer,low,27.54,71.34,grapes
loamy,summer,high,27.44,80.15,watermelon
loamy,summer,medium,30.91,66.22,mungbean
black,summer,low,26.06,71.7,cotton
loamy,monsoon,medium,22.83,65.18,pigeonpeas
loamy,autumn,medium,23.49,47.47,tomato
black,winter,medium,11.69,7.92,kidneybeans
loamy,summer,medium,32.06,77.45,mungbean
black,autumn,low,19.53,44.19,onion
red,autumn,medium,24.92,62.88,coffee
black,winter,medium,12.12,14.59,kidneybeans
clay,winter,low,14.95,16.85,barley
loamy,autumn,low,22.41,62.25,pomegranate
sandy,autumn,low,19.35,61.39,pomegranate
loamy,winter,medium,13.24,12.2,kidneybeans
loamy,winter,low,14.46,35.4,onion
loamy,summer,medium,26.11,35.64,tomato
loamy,summer,low,31.0,74.71,mungbean
loamy,monsoon,high,26.8,90.04,ginger
black,winter,low,14.48,53.96,lentil
sandy,monsoon,low,26.32,63.48,mothbeans
sandy,autumn,medium,20.05,89.76,orange
loamy,summer,low,38.55,45.55,mango
clay,winter,medium,10.16,22.55,wheat
black,summer,low,29.53,39.5,pigeonpeas
loamy,monsoon,low,23.32,100.0,mungbean
clay,autumn,low,22.49,63.88,lentil
loamy,monsoon,high,25.98,87.25,banana
loamy,monsoon,medium,25.74,68.31,coffee
loamy,summer,medium,29.32,70.72,mungbean
red,monsoon,medium,23.51,92.35,ginger
red,monsoon,medium,21.33,100.0,tea
loamy,winter,low,16.52,14.57,kidneybeans
black,summer,low,32.32,56.25,blackgram
loamy,summer,medium,28.91,42.95,chili
sandy,summer,medium,35.85,37.26,mango
black,monsoon,medium,22.2,92.78,cotton
sandy,summer,low,25.64,72.7,grapes
loamy,summer,medium,33.51,85.66,papaya
red,summer,medium,39.61,80.97,papaya
loamy,monsoon,high,25.34,89.65,ginger
red,summer,medium,33.67,75.87,muskmelon
loamy,monsoon,high,22.51,99.16,rice
loamy,winter,medium,18.48,76.93,apple
sandy,autumn,medium,31.38,88.0,muskmelon
loamy,winter,medium,10.06,28.07,wheat
loamy,monsoon,medium,26.68,69.78,coffee
sandy,summer,low,30.18,38.84,mothbeans
sandy,autumn,low,28.27,51.79,mothbeans
red,winter,low,10.33,9.32,chickpea
red,summer,medium,33.11,76.04,muskmelon
loamy,summer,medium,23.44,71.13,grapes
sandy,monsoon,high,23.02,100.0,coconut
red,winter,medium,11.5,43.37,potato
loamy,winter,low,13.57,24.81,barley
black,winter,low,10.27,30.65,onion
loamy,summer,low,28.95,40.34,mothbeans
loamy,summer,medium,34.53,66.66,turmeric
loamy,monsoon,medium,29.76,68.39,mango
sandy,summer,low,22.97,73.45,grapes
loamy,autumn,medium,21.91,69.96,maize
sandy,autumn,medium,25.75,88.92,muskmelon
loamy,autumn,medium,13.98,36.18,wheat
loamy,summer,medium,24.41,79.97,orange
red,monsoon,medium,22.7,96.26,ginger
sandy,autumn,medium,23.61,49.05,tomato
sandy,winter,low,13.96,26.74,onion
loamy,monsoon,medium,26.97,98.73,banana
loamy,autumn,medium,24.51,49.08,tomato
loamy,monsoon,high,24.98,99.66,jute
black,winter,low,8.37,18.23,barley
clay,winter,low,5.49,26.69,wheat
loamy,summer,low,37.95,48.92,mango
loamy,monsoon,high,26.12,94.16,banana
clay,monsoon,low,28.19,85.87,blackgram
red,monsoon,high,24.32,92.57,banana
loamy,summer,medium,25.36,75.68,orange
red,monsoon,high,25.55,96.64,banana
loamy,summer,medium,27.76,70.53,muskmelon
loamy,summer,medium,29.28,45.05,coffee
sandy,summer,medium,23.63,53.6,maize
loamy,summer,high,30.14,52.88,sugarcane
loamy,summer,low,29.95,78.09,muskmelon
black,winter,medium,10.83,5.91,kidneybeans
loamy,monsoon,medium,27.61,83.96,turmeric
black,summer,low,29.95,34.83,pigeonpeas
loamy,monsoon,medium,26.68,67.63,pigeonpeas
black,monsoon,low,24.97,55.5,pigeonpeas
clay,summer,high,25.71,75.75,rice
black,monsoon,high,25.6,78.45,sugarcane
clay,monsoon,medium,29.45,83.26,turmeric
loamy,summer,low,30.65,38.9,mothbeans
sandy,winter,medium,17.84,38.92,tomato
sandy,autumn,medium,21.78,53.69,tomato
loamy,autumn,medium,23.28,55.87,coffee
loamy,summer,high,28.26,82.42,coconut
loamy,winter,low,13.16,22.19,barley
loamy,monsoon,medium,24.32,97.53,banana
black,winter,low,18.02,48.79,lentil
red,monsoon,medium,22.62,87.66,ginger
black,summer,low,27.59,71.34,cotton
loamy,summer,medium,22.1,55.88,maize
loamy,summer,medium,26.41,34.59,tomato
black,winter,low,10.55,30.72,wheat
loamy,monsoon,low,24.56,68.34,blackgram
sandy,autumn,medium,24.17,50.57,tomato
red,summer,medium,27.93,47.62,coffee
loamy,winter,low,14.47,25.92,barley
sandy,summer,high,31.59,80.01,coconut
black,monsoon,high,24.09,98.93,banana
clay,monsoon,high,28.66,71.31,sugarcane
loamy,monsoon,medium,23.2,95.03,tea
loamy,summer,low,27.67,73.46,grapes
red,summer,medium,27.67,41.47,coffee
loamy,summer,medium,31.6,76.87,watermelon
black,summer,medium,27.72,54.33,maize
clay,summer,high,28.55,65.64,jute
loamy,summer,medium,35.89,92.56,papaya
red,winter,medium,17.31,86.37,apple
black,summer,medium,31.36,38.78,chili
black,monsoon,low,27.25,84.06,blackgram
red,monsoon,medium,25.13,68.01,coffee
red,summer,medium,28.9,76.39,cotton
loamy,summer,medium,27.27,67.12,cotton
loamy,autumn,medium,21.52,95.33,orange
loamy,summer,medium,27.16,77.21,orange
black,monsoon,high,26.41,97.5,jute
black,summer,high,27.78,75.0,rice
red,summer,medium,33.94,82.58,papaya
loamy,summer,medium,28.08,40.89,chili
loamy,autumn,medium,21.45,71.18,maize
clay,monsoon,high,21.37,90.4,jute
black,monsoon,medium,21.25,97.16,cotton
red,winter,low,8.18,11.94,chickpea
black,monsoon,medium,25.42,57.83,chili
loamy,autumn,low,17.82,13.39,chickpea
loamy,autumn,medium,21.78,49.96,tomato
loamy,summer,medium,36.13,39.56,mango
red,monsoon,low,24.35,60.07,millets
loamy,monsoon,medium,26.51,70.0,guava
loamy,summer,low,31.46,81.07,muskmelon
clay,winter,medium,7.2,21.73,wheat
red,monsoon,medium,22.67,71.72,guava
sandy,summer,medium,25.07,54.28,maize
sandy,autumn,low,27.96,51.92,mothbeans
red,summer,low,30.72,71.1,mungbean
loamy,summer,low,30.39,39.79,sorghum
red,autumn,low,28.45,51.06,sorghum
sandy,autumn,medium,25.54,54.11,tomato
sandy,summer,medium,30.87,45.29,mango
loamy,winter,medium,16.15,35.49,tomato
sandy,monsoon,low,26.97,65.21,millets
loamy,summer,medium,31.0,74.77,muskmelon
sandy,monsoon,medium,20.48,82.39,maize
red,winter,medium,15.55,87.73,apple
loamy,monsoon,high,27.7,75.69,sugarcane
loamy,autumn,medium,18.63,20.02,kidneybeans
loamy,winter,low,9.36,11.14,kidneybeans
black,monsoon,high,26.42,100.0,rice
sandy,winter,medium,9.94,48.94,potato
loamy,monsoon,high,25.29,91.38,banana
loamy,autumn,low,22.42,92.59,apple
sandy,monsoon,medium,23.81,95.07,coconut
red,summer,low,30.31,36.98,millets
clay,monsoon,high,23.59,96.63,rice
sandy,summer,low,22.96,71.9,grapes
loamy,autumn,medium,23.89,94.06,apple
loamy,monsoon,low,23.85,100.0,mungbean
loamy,winter,medium,16.31,52.15,lentil
sandy,summer,medium,35.71,39.46,mango
clay,monsoon,high,21.47,99.82,rice
red,summer,medium,29.53,41.95,coffee
sandy,winter,low,10.5,23.19,barley
black,summer,high,26.85,74.92,rice
loamy,winter,low,11.1,18.8,barley
sandy,monsoon,medium,17.94,79.41,maize
loamy,winter,low,9.32,34.79,wheat
loamy,summer,high,27.89,80.38,coconut
black,summer,low,30.47,59.19,blackgram
sandy,monsoon,medium,22.94,100.0,coconut
clay,winter,medium,11.13,26.3,wheat
sandy,monsoon,medium,24.52,78.16,guava
sandy,monsoon,high,21.61,100.0,coconut
sandy,summer,medium,37.0,80.35,papaya
loamy,autumn,medium,22.28,97.7,apple
loamy,autumn,medium,26.18,49.22,coffee
loamy,autumn,medium,25.36,56.61,guava
sandy,summer,low,23.4,42.85,pomegranate
clay,monsoon,medium,25.91,88.72,ginger
clay,autumn,low,20.32,60.18,lentil
clay,winter,low,5.9,18.39,wheat
red,monsoon,medium,23.43,74.15,guava
clay,winter,medium,11.9,27.17,wheat
red,autumn,medium,19.6,94.43,orange
black,summer,medium,28.7,41.66,chili
loamy,summer,medium,32.0,71.14,turmeric
loamy,summer,medium,34.82,86.81,papaya
loamy,monsoon,medium,23.06,68.64,coffee
red,summer,low,23.41,44.78,pomegranate
red,monsoon,medium,24.09,94.38,ginger
sandy,monsoon,low,24.22,61.07,millets
loamy,summer,medium,26.13,80.24,orange
red,monsoon,medium,26.34,86.41,ginger
clay,winter,medium,10.25,24.76,wheat
red,autumn,medium,18.54,20.8,kidneybeans
loamy,monsoon,high,27.24,75.18,sugarcane
loamy,summer,medium,23.76,66.31,grapes
sandy,summer,medium,36.66,38.81,mango
red,autumn,medium,20.5,90.57,orange
loamy,monsoon,medium,28.41,69.6,pigeonpeas
black,monsoon,high,22.01,99.1,rice
sandy,summer,medium,35.95,84.64,papaya
black,summer,medium,26.08,68.89,cotton
loamy,summer,medium,25.78,39.7,tomato
red,summer,medium,31.68,73.51,muskmelon
red,autumn,medium,24.14,59.82,coffee
loamy,summer,high,26.89,75.97,watermelon
black,winter,low,19.43,46.13,lentil
loamy,summer,medium,28.31,64.45,cotton
red,monsoon,medium,25.04,71.68,coffee
black,autumn,low,23.96,54.01,sorghum
loamy,summer,low,30.19,43.76,mothbeans
sandy,monsoon,low,28.81,65.49,mothbeans
red,autumn,low,27.26,59.4,mothbeans
red,winter,medium,10.42,39.64,potato
loamy,autumn,high,25.12,83.71,tea
sandy,summer,high,30.45,84.14,coconut
black,winter,medium,4.53,26.28,wheat
loamy,summer,medium,30.68,67.34,turmeric
red,summer,low,25.59,72.89,grapes
loamy,summer,low,25.87,73.27,grapes
loamy,winter,medium,9.15,25.76,wheat
sandy,summer,low,27.94,37.59,mothbeans
red,autumn,low,29.23,50.62,sorghum
red,autumn,medium,28.71,59.55,coffee
sandy,summer,medium,30.81,40.67,chili
red,monsoon,medium,20.64,72.96,guava
sandy,monsoon,medium,22.28,97.32,watermelon
black,monsoon,low,26.79,78.22,blackgram
sandy,monsoon,medium,21.71,100.0,coconut
clay,monsoon,high,23.17,93.64,jute
loamy,winter,medium,12.2,32.89,onion
black,monsoon,medium,23.76,58.94,chili
red,monsoon,low,26.78,60.99,millets
red,summer,medium,30.25,44.05,chili
red,summer,low,28.74,33.77,pigeonpeas
red,autumn,medium,25.17,57.33,coffee
loamy,summer,medium,30.36,77.97,watermelon
clay,autumn,low,22.79,60.84,lentil
black,monsoon,medium,21.56,94.05,cotton
loamy,summer,medium,30.12,70.34,muskmelon
sandy,summer,low,31.88,41.42,mothbeans
loamy,summer,low,32.47,37.66,millets
loamy,autumn,medium,26.38,55.74,guava
loamy,monsoon,high,23.82,86.8,ginger
loamy,summer,medium,30.65,67.64,muskmelon
loamy,summer,low,29.48,38.68,mothbeans
loamy,winter,low,9.17,39.55,potato
red,summer,medium,30.9,78.33,muskmelon
clay,winter,medium,9.11,22.89,wheat
loamy,summer,high,28.6,81.43,watermelon
black,autumn,low,16.46,18.1,chickpea
loamy,winter,low,13.53,13.75,kidneybeans
black,monsoon,low,27.1,89.46,blackgram
loamy,summer,medium,31.32,72.24,muskmelon
loamy,summer,medium,31.2,44.3,guava
red,summer,medium,32.0,74.94,muskmelon
clay,summer,high,27.94,65.93,jute
sandy,autumn,medium,21.99,87.59,orange
loamy,autumn,medium,12.38,39.1,wheat
clay,monsoon,low,27.06,84.12,blackgram
clay,monsoon,medium,21.88,91.18,ginger
red,summer,medium,38.04,80.36,papaya
loamy,summer,medium,24.77,67.34,grapes
clay,monsoon,medium,22.78,84.53,ginger
clay,monsoon,high,25.8,90.79,banana
clay,monsoon,medium,26.02,93.25,ginger
loamy,autumn,medium,23.66,95.28,orange
loamy,autumn,medium,27.02,55.75,coffee
black,summer,low,29.04,36.1,pigeonpeas
loamy,summer,low,25.17,49.45,pomegranate
red,monsoon,medium,26.26,95.79,tea
loamy,monsoon,high,23.09,87.41,ginger
black,monsoon,high,23.14,94.67,rice
loamy,monsoon,medium,24.91,65.93,pigeonpeas
red,summer,medium,29.06,43.67,coffee
clay,monsoon,medium,25.29,95.46,jute
sandy,summer,medium,26.98,54.09,maize
sandy,monsoon,low,25.01,60.69,millets
loamy,winter,low,13.49,12.63,kidneybeans
loamy,autumn,medium,20.38,90.03,orange
loamy,summer,medium,29.29,64.03,cotton
red,summer,low,26.04,67.81,grapes
loamy,autumn,low,20.73,83.69,grapes
red,monsoon,low,26.39,82.49,blackgram
sandy,summer,medium,26.81,57.36,maize
loamy,summer,medium,23.19,83.82,orange
sandy,summer,high,29.4,68.04,watermelon
loamy,winter,medium,12.11,7.65,kidneybeans
red,summer,medium,27.8,73.32,watermelon
sandy,summer,high,26.4,71.08,watermelon
black,summer,high,33.2,45.22,sugarcane
loamy,summer,low,33.99,78.05,muskmelon
loamy,autumn,medium,16.45,35.71,wheat
sandy,winter,medium,9.67,47.83,potato
sandy,summer,high,29.82,76.02,watermelon
black,summer,medium,28.1,69.42,cotton
red,monsoon,high,26.25,91.02,banana
sandy,summer,high,26.05,72.89,watermelon
sandy,monsoon,high,23.66,100.0,coconut
red,summer,low,27.39,78.22,grapes
loamy,monsoon,high,23.57,92.56,banana
loamy,summer,medium,26.48,34.21,tomato
loamy,summer,medium,24.02,65.1,grapes
sandy,summer,medium,32.68,43.18,mango
sandy,summer,medium,31.86,47.09,mango
loamy,monsoon,low,25.61,78.69,blackgram
sandy,monsoon,low,28.96,96.23,mungbean
black,monsoon,low,26.99,62.45,pigeonpeas
sandy,summer,high,28.57,74.67,watermelon
black,monsoon,high,24.41,87.74,banana
sandy,autumn,medium,21.24,92.27,orange
sandy,monsoon,low,28.29,100.0,mungbean
loamy,autumn,low,22.95,59.08,lentil
loamy,monsoon,medium,27.75,84.97,turmeric
red,summer,medium,28.92,43.73,coffee
loamy,summer,medium,37.13,42.99,mango
sandy,summer,low,24.8,79.62,grapes
loamy,monsoon,high,23.72,99.09,coconut
loamy,summer,medium,27.65,64.27,cotton
loamy,monsoon,high,22.9,92.34,tea
loamy,winter,medium,15.48,81.48,apple
black,summer,low,31.17,34.2,millets
red,summer,medium,30.36,44.33,chili
red,summer,low,33.28,73.44,mungbean
black,summer,high,28.86,74.99,rice
clay,autumn,low,26.88,65.88,lentil
red,monsoon,medium,25.29,95.06,ginger
clay,winter,medium,10.76,21.59,wheat
red,monsoon,medium,23.93,100.0,tea
black,monsoon,high,21.47,93.56,jute
red,summer,medium,32.83,39.45,mango
red,autumn,medium,19.8,24.15,kidneybeans
red,monsoon,medium,25.67,91.88,ginger
loamy,monsoon,medium,25.38,66.25,pigeonpeas
black,summer,high,34.36,52.58,sugarcane
red,summer,medium,29.15,70.6,cotton
red,winter,medium,16.12,86.02,apple
loamy,autumn,medium,20.0,51.48,potato
loamy,autumn,medium,23.78,51.95,tomato
sandy,summer,medium,35.55,32.63,mango
loamy,autumn,high,25.55,86.84,tea
black,monsoon,high,24.36,98.36,rice
loamy,autumn,medium,22.45,64.99,maize
loamy,autumn,low,22.27,65.03,lentil
clay,monsoon,medium,29.82,82.98,turmeric
loamy,monsoon,high,24.9,92.99,tea
red,summer,medium,29.87,44.83,coffee
red,autumn,low,26.31,53.94,sorghum
loamy,autumn,low,18.74,33.22,barley
clay,monsoon,high,24.11,90.87,jute
loamy,monsoon,high,27.46,77.58,sugarcane
loamy,summer,high,26.55,65.61,ginger
black,summer,medium,27.81,56.33,maize
red,autumn,medium,27.99,59.62,coffee
red,monsoon,high,22.46,89.96,ginger
clay,monsoon,medium,27.96,83.22,turmeric
loamy,autumn,medium,20.73,93.17,apple
black,summer,medium,31.22,38.32,chili
sandy,summer,medium,28.81,71.58,muskmelon
red,monsoon,high,26.03,100.0,coconut
loamy,summer,low,33.66,47.5,mango
loamy,monsoon,high,25.3,85.74,ginger
loamy,autumn,medium,18.31,36.8,wheat
clay,monsoon,high,24.09,93.22,jute
loamy,summer,low,26.86,67.98,grapes
red,autumn,low,29.48,52.24,mothbeans
sandy,summer,medium,24.18,53.34,maize
black,monsoon,high,25.83,92.42,jute
loamy,winter,low,13.9,29.96,onion
clay,summer,high,26.1,72.35,rice
loamy,winter,low,10.54,11.8,chickpea
sandy,monsoon,low,28.52,96.38,mungbean
sandy,summer,medium,29.78,76.9,muskmelon
clay,monsoon,high,22.5,91.29,jute
loamy,monsoon,high,26.62,83.72,turmeric
loamy,summer,high,27.89,80.28,coconut
sandy,monsoon,low,27.64,68.78,mothbeans
sandy,monsoon,low,24.05,62.9,millets
black,summer,medium,26.5,53.13,maize
sandy,summer,medium,32.53,33.82,mango
loamy,monsoon,medium,31.13,71.54,mango
clay,winter,low,14.1,18.06,barley
clay,winter,low,2.17,18.65,wheat
sandy,monsoon,low,25.65,67.71,millets
red,summer,medium,37.68,78.87,papaya
loamy,winter,low,14.34,16.37,kidneybeans
red,winter,medium,14.88,84.36,apple
red,summer,medium,26.94,78.97,orange
loamy,autumn,medium,24.42,60.44,guava
clay,winter,medium,9.53,24.06,wheat
sandy,monsoon,medium,22.49,91.74,coconut
sandy,autumn,medium,19.15,47.02,potato
loamy,summer,medium,23.54,79.37,orange
loamy,monsoon,medium,24.61,65.34,coffee
red,monsoon,medium,25.91,68.47,coffee
sandy,monsoon,low,24.37,66.16,mothbeans
loamy,winter,low,8.48,8.22,chickpea
red,winter,medium,9.19,42.5,potato
loamy,summer,low,30.64,77.05,muskmelon
loamy,monsoon,medium,26.0,87.13,blackgram
loamy,monsoon,medium,25.27,73.92,turmeric
loamy,summer,low,29.61,41.24,mothbeans
loamy,winter,medium,11.32,9.55,kidneybeans
loamy,summer,medium,35.91,86.79,papaya
loamy,autumn,low,24.09,58.04,lentil
loamy,summer,high,31.37,55.8,sugarcane
loamy,autumn,high,25.18,82.89,tea
red,monsoon,medium,29.13,85.77,turmeric
sandy,summer,low,24.97,40.11,pomegranate
loamy,monsoon,low,26.21,67.35,pigeonpeas
black,monsoon,high,22.92,95.29,jute
black,winter,medium,3.25,24.44,wheat
loamy,summer,medium,29.99,46.17,coffee
loamy,winter,medium,15.34,80.73,orange
sandy,summer,low,24.45,43.07,pomegranate
loamy,monsoon,high,28.69,100.0,papaya
red,monsoon,high,26.66,95.82,banana
loamy,monsoon,high,30.17,73.59,sugarcane
red,autumn,medium,24.84,57.3,coffee
red,winter,medium,11.33,43.0,potato
loamy,autumn,medium,23.11,64.3,maize
black,autumn,low,20.27,36.82,onion
sandy,monsoon,medium,20.29,100.0,coconut
black,monsoon,high,24.36,80.38,sugarcane
loamy,summer,high,29.52,79.06,watermelon
clay,monsoon,high,25.54,92.4,jute
loamy,monsoon,high,29.94,96.28,papaya
clay,winter,low,5.86,26.34,wheat
red,monsoon,medium,29.51,90.65,turmeric
loamy,monsoon,high,21.19,86.3,ginger
loamy,summer,medium,23.4,47.82,maize
loamy,monsoon,high,21.74,94.1,jute
red,summer,medium,33.91,79.82,papaya
red,summer,low,35.09,35.02,mango
red,summer,low,32.62,34.45,mango
loamy,winter,medium,18.98,77.6,apple
loamy,summer,medium,36.64,39.65,mango
black,winter,low,7.74,15.53,barley
loamy,summer,low,32.71,39.15,millets
black,monsoon,low,27.51,83.34,blackgram
black,autumn,low,26.02,48.21,sorghum
loamy,monsoon,low,28.22,71.85,blackgram
